R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country
Michael Johnson,Paul Sass,-173,163,57.80346821,163,10/1/2011,"Washington, DC, USA", USA
Mike Easton,Byron Bloodworth,-390,320,25.64102564,320,10/1/2011,"Washington, DC, USA", USA
Shane Roller,TJ Grant,-174,164,57.47126437,164,10/1/2011,"Washington, DC, USA", USA
Josh Neer,Keith Wisniewski,-260,240,38.46153846,240,10/1/2011,"Washington, DC, USA", USA
Walel Watson,Joseph Sandoval,100,-110,100,90.90909091,10/1/2011,"Washington, DC, USA", USA
Jon Jones,Rampage Jackson,-500,435,20,435,9/24/2011,"Denver, Colorado, USA", USA
Matt Hughes,Josh Koscheck,350,-395,350,25.3164557,9/24/2011,"Denver, Colorado, USA", USA
Ben Rothwell,Mark Hunt,-355,320,28.16901408,320,9/24/2011,"Denver, Colorado, USA", USA
Travis Browne,Rob Broughton,-420,375,23.80952381,375,9/24/2011,"Denver, Colorado, USA", USA
Nate Diaz,Takanori Gomi,-255,235,39.21568627,235,9/24/2011,"Denver, Colorado, USA", USA
Tony Ferguson,Aaron Riley,-340,310,29.41176471,310,9/24/2011,"Denver, Colorado, USA", USA
Nick Ring,Tim Boetsch,177,-192,177,52.08333333,9/24/2011,"Denver, Colorado, USA", USA
Junior Assuncao,Eddie Yagin,125,-135,125,74.07407407,9/24/2011,"Denver, Colorado, USA", USA
Takeya Mizugaki,Cole Escovedo,-220,200,45.45454545,200,9/24/2011,"Denver, Colorado, USA", USA
James Te Huna,Ricardo Romero,-152,142,65.78947368,142,9/24/2011,"Denver, Colorado, USA", USA
Jake Shields,Jake Ellenberger,-135,125,74.07407407,125,9/17/2011,"New Orleans, Louisiana, USA", USA
Court McGee,Dongi Yang,-174,164,57.47126437,164,9/17/2011,"New Orleans, Louisiana, USA", USA
Jonathan Brookins,Erik Koch,185,-200,185,50,9/17/2011,"New Orleans, Louisiana, USA", USA
Alan Belcher,Jason MacDonald,-290,260,34.48275862,260,9/17/2011,"New Orleans, Louisiana, USA", USA
Cody McKenzie,Vagner Rocha,170,-185,170,54.05405405,9/17/2011,"New Orleans, Louisiana, USA", USA
Evan Dunham,Shamar Bailey,-415,370,24.09638554,370,9/17/2011,"New Orleans, Louisiana, USA", USA
Matthew Riddle,Lance Benoist,-210,175,47.61904762,175,9/17/2011,"New Orleans, Louisiana, USA", USA
Ken Stone,Donny Walker,-165,155,60.60606061,155,9/17/2011,"New Orleans, Louisiana, USA", USA
Clay Harvison,Seth Baczynski,140,-150,140,66.66666667,9/17/2011,"New Orleans, Louisiana, USA", USA
TJ Waldburger,Mike Stumpf,-230,210,43.47826087,210,9/17/2011,"New Orleans, Louisiana, USA", USA
Robert Peralta,Mike Lullo,-130,120,76.92307692,120,9/17/2011,"New Orleans, Louisiana, USA", USA
Justin Edwards,Jorge Lopez,320,-390,320,25.64102564,9/17/2011,"New Orleans, Louisiana, USA", USA
Anderson Silva,Yushin Okami,-600,500,16.66666667,500,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Mauricio Rua,Forrest Griffin,-210,190,47.61904762,190,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Ross Pearson,Edson Barboza,248,-270,248,37.03703704,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Minotauro Nogueira,Brendan Schaub,230,-250,230,40,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Luiz Cane,Stanislav Nedkov,-240,220,41.66666667,220,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Thiago Tavares,Spencer Fisher,-185,170,54.05405405,170,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Rousimar Palhares,Dan Miller,-245,225,40.81632653,225,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Paulo Thiago,David Mitchell,-415,370,24.09638554,370,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Raphael Assuncao,Johnny Eduardo,-155,145,64.51612903,145,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Erick Silva,Luis Ramos,-280,255,35.71428571,255,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Iuri Alcantara,Felipe Arantes,-475,420,21.05263158,420,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Yves Jabouin,Ian Loveland,170,-185,170,54.05405405,8/27/2011,"Rio de Janeiro, Brazil", Brazil
Dan Hardy,Chris Lytle,-104,-106,96.15384615,94.33962264,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Jim Miller,Benson Henderson,-170,160,58.82352941,160,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Donald Cerrone,Charles Oliveira,104,-114,104,87.71929825,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Amir Sadollah,Duane Ludwig,-395,350,25.3164557,350,8/14/2011,"Milwaukee, Wisconsin, USA", USA
CB Dollaway,Jared Hamman,-240,220,41.66666667,220,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Joseph Benavidez,Eddie Wineland,-295,265,33.89830508,265,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Ed Herman,Kyle Noke,122,-132,122,75.75757576,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Ronny Markes,Karlos Vemola,200,-220,200,45.45454545,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Jimy Hettes,Alex Caceres,-420,375,23.80952381,375,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Cole Miller,TJ O'Brien,-440,390,22.72727273,390,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Jacob Volkmann,Danny Castillo,-120,100,83.33333333,100,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Edwin Figueroa,Jason Reinhardt,-385,345,25.97402597,345,8/14/2011,"Milwaukee, Wisconsin, USA", USA
Rashad Evans,Tito Ortiz,-375,335,26.66666667,335,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Vitor Belfort,Yoshihiro Akiyama,-320,290,31.25,290,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Dennis Hallman,Brian Ebersole,115,-125,115,80,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Jorge Rivera,Costas Philippou,-135,125,74.07407407,125,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Rory MacDonald,Mike Pyle,-255,235,39.21568627,235,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Matt Hamill,Alexander Gustafsson,140,-150,140,66.66666667,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Chad Mendes,Rani Yahya,-540,460,18.51851852,460,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Ivan Menjivar,Nick Pace,-164,154,60.97560976,154,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Johny Hendricks,Mike Pierce,-142,132,70.42253521,132,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Mike Brown,Nam Phan,-210,190,47.61904762,190,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Rafael Natal,Paul Bradley,130,-140,130,71.42857143,8/6/2011,"Philadelphia, Pennsylvania, USA", USA
Dominick Cruz,Urijah Faber,-185,170,54.05405405,170,7/2/2011,"Las Vegas, Nevada, USA", USA
Wanderlei Silva,Chris Leben,-200,185,50,185,7/2/2011,"Las Vegas, Nevada, USA", USA
Dennis Siver,Matt Wiman,-105,-105,95.23809524,95.23809524,7/2/2011,"Las Vegas, Nevada, USA", USA
Tito Ortiz,Ryan Bader,500,-600,500,16.66666667,7/2/2011,"Las Vegas, Nevada, USA", USA
Carlos Condit,Dong Hyun Kim,101,-111,101,90.09009009,7/2/2011,"Las Vegas, Nevada, USA", USA
Melvin Guillard,Shane Roller,-280,255,35.71428571,255,7/2/2011,"Las Vegas, Nevada, USA", USA
George Sotiropoulos,Rafael Dos Anjos,-215,195,46.51162791,195,7/2/2011,"Las Vegas, Nevada, USA", USA
Brian Bowles,Takeya Mizugaki,-315,285,31.74603175,285,7/2/2011,"Las Vegas, Nevada, USA", USA
Brad Tavares,Aaron Simpson,205,-245,205,40.81632653,7/2/2011,"Las Vegas, Nevada, USA", USA
Anthony Njokuani,Andre Winner,-145,135,68.96551724,135,7/2/2011,"Las Vegas, Nevada, USA", USA
Jeff Hougland,Donny Walker,160,-170,160,58.82352941,7/2/2011,"Las Vegas, Nevada, USA", USA
Cheick Kongo,Pat Barry,-200,185,50,185,6/26/2011,"Pittsburgh, Pennsylvania, USA", USA
Charlie Brenneman,Rick Story,415,-470,415,21.27659574,6/26/2011,"Pittsburgh, Pennsylvania, USA", USA
Matt Brown,John Howard,235,-255,235,39.21568627,6/26/2011,"Pittsburgh, Pennsylvania, USA", USA
Christian Morecraft,Matt Mitrione,235,-255,235,39.21568627,6/26/2011,"Pittsburgh, Pennsylvania, USA", USA
Tyson Griffin,Manvel Gamburyan,-255,215,39.21568627,215,6/26/2011,"Pittsburgh, Pennsylvania, USA", USA
Joe Stevenson,Javier Vazquez,-170,150,58.82352941,150,6/26/2011,"Pittsburgh, Pennsylvania, USA", USA
Joe Lauzon,Curt Warburton,-320,260,31.25,260,6/26/2011,"Pittsburgh, Pennsylvania, USA", USA
Daniel Roberts,Rich Attonito,-110,-110,90.90909091,90.90909091,6/26/2011,"Pittsburgh, Pennsylvania, USA", USA
Ricardo Lamas,Matt Grice,-165,145,60.60606061,145,6/26/2011,"Pittsburgh, Pennsylvania, USA", USA
Michael Johnson,Edward Faaloloto,-560,430,17.85714286,430,6/26/2011,"Pittsburgh, Pennsylvania, USA", USA
Shane Carwin,Junior Dos Santos,145,-155,145,64.51612903,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Kenny Florian,Diego Nunes,-220,200,45.45454545,200,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Mark Munoz,Demian Maia,-150,140,66.66666667,140,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Dave Herman,Jon Olav Einemo,-143,133,69.93006993,133,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Vagner Rocha,Donald Cerrone,325,-400,325,25,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Yves Edwards,Sam Stout,167,-178,167,56.17977528,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Jesse Bongfeldt,Chris Weidman,420,-475,420,21.05263158,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Mike Massenzio,Krzysztof Soszynski,265,-325,265,30.76923077,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Nick Ring,James Head,-130,110,76.92307692,110,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Dustin Poirier,Jason Young,-335,275,29.85074627,275,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Joey Beltran,Aaron Rosa,115,-135,115,74.07407407,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Darren Elkins,Michihiro Omigawa,175,-210,175,47.61904762,6/11/2011,"Vancouver, British Columbia, Canada", Canada
Ramsey Nijem,Tony Ferguson,-105,-115,95.23809524,86.95652174,6/4/2011,"Las Vegas, Nevada, USA", USA
Clay Guida,Anthony Pettis,200,-220,200,45.45454545,6/4/2011,"Las Vegas, Nevada, USA", USA
Ed Herman,Tim Credeur,-130,110,76.92307692,110,6/4/2011,"Las Vegas, Nevada, USA", USA
Fabio Maldonado,Kyle Kingsbury,165,-190,165,52.63157895,6/4/2011,"Las Vegas, Nevada, USA", USA
Chuck O'Neil,Chris Cope,-175,155,57.14285714,155,6/4/2011,"Las Vegas, Nevada, USA", USA
Danny Downes,Jeremy Stephens,300,-360,300,27.77777778,6/4/2011,"Las Vegas, Nevada, USA", USA
Josh Grispi,George Roop,-420,335,23.80952381,335,6/4/2011,"Las Vegas, Nevada, USA", USA
Ryan McGillivray,Shamar Bailey,250,-300,250,33.33333333,6/4/2011,"Las Vegas, Nevada, USA", USA
Clay Harvison,Justin Edwards,170,-200,170,50,6/4/2011,"Las Vegas, Nevada, USA", USA
Scott Jorgensen,Ken Stone,-460,365,21.73913043,365,6/4/2011,"Las Vegas, Nevada, USA", USA
Reuben Duran,Francisco Rivera,-230,190,43.47826087,190,6/4/2011,"Las Vegas, Nevada, USA", USA
Rampage Jackson,Matt Hamill,-305,275,32.78688525,275,5/28/2011,"Las Vegas, Nevada, USA", USA
Frank Mir,Roy Nelson,-120,110,83.33333333,110,5/28/2011,"Las Vegas, Nevada, USA", USA
Stefan Struve,Travis Browne,118,-128,118,78.125,5/28/2011,"Las Vegas, Nevada, USA", USA
Thiago Alves,Rick Story,-230,210,43.47826087,210,5/28/2011,"Las Vegas, Nevada, USA", USA
Brian Stann,Jorge Santiago,-140,130,71.42857143,130,5/28/2011,"Las Vegas, Nevada, USA", USA
Miguel Torres,Demetrious Johnson,-120,110,83.33333333,110,5/28/2011,"Las Vegas, Nevada, USA", USA
Kendall Grove,Tim Boetsch,-125,115,80,115,5/28/2011,"Las Vegas, Nevada, USA", USA
Gleison Tibau,Rafaello Oliveira,-430,380,23.25581395,380,5/28/2011,"Las Vegas, Nevada, USA", USA
Michael McDonald,Chris Cariaso,-380,340,26.31578947,340,5/28/2011,"Las Vegas, Nevada, USA", USA
Cole Escovedo,Renan Barao,315,-345,315,28.98550725,5/28/2011,"Las Vegas, Nevada, USA", USA
Georges St-Pierre,Jake Shields,-455,405,21.97802198,405,4/30/2011,"Toronto, Ontario, Canada", Canada
Jose Aldo,Mark Hominick,-500,435,20,435,4/30/2011,"Toronto, Ontario, Canada", Canada
Lyoto Machida,Randy Couture,-350,318,28.57142857,318,4/30/2011,"Toronto, Ontario, Canada", Canada
Vladimir Matyushenko,Jason Brilz,-102,-108,98.03921569,92.59259259,4/30/2011,"Toronto, Ontario, Canada", Canada
Mark Bocek,Benson Henderson,140,-150,140,66.66666667,4/30/2011,"Toronto, Ontario, Canada", Canada
Nate Diaz,Rory MacDonald,127,-137,127,72.99270073,4/30/2011,"Toronto, Ontario, Canada", Canada
Jake Ellenberger,Sean Pierson,-200,185,50,185,4/30/2011,"Toronto, Ontario, Canada", Canada
Daniel Roberts,Claude Patrick,110,-120,110,83.33333333,4/30/2011,"Toronto, Ontario, Canada", Canada
Ivan Menjivar,Charlie Valencia,-185,170,54.05405405,170,4/30/2011,"Toronto, Ontario, Canada", Canada
Jason MacDonald,Ryan Jensen,115,-125,115,80,4/30/2011,"Toronto, Ontario, Canada", Canada
John Makdessi,Kyle Watson,-170,160,58.82352941,160,4/30/2011,"Toronto, Ontario, Canada", Canada
Yves Jabouin,Pablo Garza,-160,150,62.5,150,4/30/2011,"Toronto, Ontario, Canada", Canada
Phil Davis,Rogerio Nogueira,-255,235,39.21568627,235,3/26/2011,"Seattle, Washington, USA", USA
Anthony Johnson,Dan Hardy,-173,163,57.80346821,163,3/26/2011,"Seattle, Washington, USA", USA
DaMarques Johnson,Amir Sadollah,220,-240,220,41.66666667,3/26/2011,"Seattle, Washington, USA", USA
Chan Sung Jung,Leonard Garcia,-125,105,80,105,3/26/2011,"Seattle, Washington, USA", USA
Jon Madsen,Mike Russow,-300,250,33.33333333,250,3/26/2011,"Seattle, Washington, USA", USA
Alex Caceres,Mackens Semerzier,190,-210,190,47.61904762,3/26/2011,"Seattle, Washington, USA", USA
John Hathaway,Kris McCray,-390,320,25.64102564,320,3/26/2011,"Seattle, Washington, USA", USA
Michael McDonald,Edwin Figueroa,-460,365,21.73913043,365,3/26/2011,"Seattle, Washington, USA", USA
Sean McCorkle,Christian Morecraft,180,-220,180,45.45454545,3/26/2011,"Seattle, Washington, USA", USA
Johny Hendricks,TJ Waldburger,-325,265,30.76923077,265,3/26/2011,"Seattle, Washington, USA", USA
Mario Miranda,Aaron Simpson,175,-210,175,47.61904762,3/26/2011,"Seattle, Washington, USA", USA
Waylon Lowe,Nik Lentz,160,-185,160,54.05405405,3/26/2011,"Seattle, Washington, USA", USA
Mauricio Rua,Jon Jones,195,-215,195,46.51162791,3/19/2011,"Newark, New Jersey, USA", USA
Urijah Faber,Eddie Wineland,-400,355,25,355,3/19/2011,"Newark, New Jersey, USA", USA
Jim Miller,Kamal Shalorus,-255,235,39.21568627,235,3/19/2011,"Newark, New Jersey, USA", USA
Dan Miller,Nate Marquardt,285,-315,285,31.74603175,3/19/2011,"Newark, New Jersey, USA", USA
Mirko Cro Cop,Brendan Schaub,225,-245,225,40.81632653,3/19/2011,"Newark, New Jersey, USA", USA
Luiz Cane,Eliot Marshall,-185,160,54.05405405,160,3/19/2011,"Newark, New Jersey, USA", USA
Edson Barboza,Anthony Njokuani,-260,220,38.46153846,220,3/19/2011,"Newark, New Jersey, USA", USA
Ricardo Almeida,Mike Pyle,-150,130,66.66666667,130,3/19/2011,"Newark, New Jersey, USA", USA
Kurt Pellegrino,Gleison Tibau,125,-145,125,68.96551724,3/19/2011,"Newark, New Jersey, USA", USA
Joseph Benavidez,Ian Loveland,-450,360,22.22222222,360,3/19/2011,"Newark, New Jersey, USA", USA
Costas Philippou,Nick Catone,175,-210,175,47.61904762,3/19/2011,"Newark, New Jersey, USA", USA
Erik Koch,Raphael Assuncao,-165,145,60.60606061,145,3/19/2011,"Newark, New Jersey, USA", USA
Diego Sanchez,Martin Kampmann,125,-135,125,74.07407407,3/3/2011,"Louisville, Kentucky, USA", USA
CB Dollaway,Mark Munoz,160,-170,160,58.82352941,3/3/2011,"Louisville, Kentucky, USA", USA
Alessio Sakara,Chris Weidman,190,-230,190,43.47826087,3/3/2011,"Louisville, Kentucky, USA", USA
Brian Bowles,Damacio Page,-310,255,32.25806452,255,3/3/2011,"Louisville, Kentucky, USA", USA
Steve Cantwell,Cyrille Diabate,-145,125,68.96551724,125,3/3/2011,"Louisville, Kentucky, USA", USA
Joe Stevenson,Danny Castillo,-130,110,76.92307692,110,3/3/2011,"Louisville, Kentucky, USA", USA
Thiago Tavares,Shane Roller,105,-115,105,86.95652174,3/3/2011,"Louisville, Kentucky, USA", USA
Takeya Mizugaki,Reuben Duran,-225,185,44.44444444,185,3/3/2011,"Louisville, Kentucky, USA", USA
Rob Kimmons,Dongi Yang,185,-225,185,44.44444444,3/3/2011,"Louisville, Kentucky, USA", USA
David Branch,Rousimar Palhares,140,-160,140,62.5,3/3/2011,"Louisville, Kentucky, USA", USA
Igor Pokrajac,Todd Brown,-235,195,42.55319149,195,3/3/2011,"Louisville, Kentucky, USA", USA
Michael Bisping,Jorge Rivera,-290,260,34.48275862,260,2/26/2011,"Sydney, New South Wales, Australia", Australia
George Sotiropoulos,Dennis Siver,-360,325,27.77777778,325,2/26/2011,"Sydney, New South Wales, Australia", Australia
Brian Ebersole,Chris Lytle,260,-320,260,31.25,2/26/2011,"Sydney, New South Wales, Australia", Australia
Chris Camozzi,Kyle Noke,170,-185,170,54.05405405,2/26/2011,"Sydney, New South Wales, Australia", Australia
Ross Pearson,Spencer Fisher,-185,160,54.05405405,160,2/26/2011,"Sydney, New South Wales, Australia", Australia
Alexander Gustafsson,James Te Huna,-350,290,28.57142857,290,2/26/2011,"Sydney, New South Wales, Australia", Australia
