R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,date,location,R_SIG_STR._ATT,R_SIG_STR._LANDED,B_SIG_STR._ATT,B_SIG_STR._LANDED,R_TOTAL_STR._ATT,R_TOTAL_STR._LANDED,B_TOTAL_STR._ATT,B_TOTAL_STR._LANDED,R_TD_ATT,R_TD_LANDED,B_TD_ATT,B_TD_LANDED,R_HEAD_ATT,R_HEAD_LANDED,B_HEAD_ATT,B_HEAD_LANDED,R_BODY_ATT,R_BODY_LANDED,B_BODY_ATT,B_BODY_LANDED,R_LEG_ATT,R_LEG_LANDED,B_LEG_ATT,B_LEG_LANDED,R_DISTANCE_ATT,R_DISTANCE_LANDED,B_DISTANCE_ATT,B_DISTANCE_LANDED,R_CLINCH_ATT,R_CLINCH_LANDED,B_CLINCH_ATT,B_CLINCH_LANDED,R_GROUND_ATT,R_GROUND_LANDED,B_GROUND_ATT,B_GROUND_LANDED,title_bout,total_time_fought(sec),no_of_rounds,Red_win,R_Height,R_Weight,R_Reach,R_KO_win_%,R_Sub_win_%,R_Stance_Orthodox,R_Stance_Southpaw,R_num_fights,R_record,R_age,B_Height,B_Weight,B_Reach,B_KO_win_%,B_Sub_win_%,B_Stance_Orthodox,B_Stance_Southpaw,B_num_fights,B_record,B_age,Bantamweight,Featherweight,Flyweight,Heavyweight,Light Heavyweight,Lightweight,Middleweight,Welterweight,Women's Bantamweight,Women's Featherweight,Women's Flyweight,Women's Strawweight
George Sotiropoulos,Rafael Dos Anjos,0,1,0.08,0.2,0.0,0.0,0,0,0,0,0,0,2011-07-02,1,24,2,10,2,24,2,10,2,0,0,0,0,18,0,8,1,3,1,0,0,3,1,2,1,24,2,10,2,0,0,0,0,0,0,0,0,0,59,3,0,70.0,155.0,71.0,0.125,0.5,1,0,8,0.875,33.98016386373437,68.0,170.0,70.0,0.16666666666666666,0.3333333333333333,0,1,6,0.5,26.680903783103005,0,0,0,0,0,1,0,0,0,0,0,0
Terry Etim,Rafael Dos Anjos,0,0,0.35,0.55,0.0,0.66,1,1,0,5,0,0,2010-04-10,0,20,7,45,25,25,11,69,45,0,0,3,2,12,3,34,16,2,0,3,3,6,4,8,6,18,6,17,2,1,1,5,5,1,0,23,18,0,570,3,0,73.0,155.0,73.0,0.14285714285714285,0.42857142857142855,1,0,7,0.7142857142857143,24.244166546883235,68.0,170.0,70.0,0.25,0.0,0,1,4,0.5,25.454321443972155,0,0,0,0,0,1,0,0,0,0,0,0
Tyson Griffin,Rafael Dos Anjos,0,0,0.32,0.19,0.25,0.0,0,3,0,0,0,1,2009-04-01,0,213,69,134,26,245,101,137,29,4,1,1,0,174,40,120,18,22,14,8,4,17,15,6,4,190,56,126,23,8,4,8,3,15,9,0,0,0,900,3,1,66.0,145.0,68.0,0.0,0.14285714285714285,1,0,7,0.7142857142857143,24.94780864767928,68.0,170.0,70.0,1.0,0.0,0,1,1,0.0,24.430344223358453,0,0,0,0,0,1,0,0,0,0,0,0
Neil Magny,Lorenz Larkin,0,1,0.34,0.66,0.0,0.0,0,0,0,0,0,0,2016-08-20,1,23,8,48,32,29,13,50,34,5,0,0,0,20,5,25,13,1,1,7,6,2,2,16,13,21,6,38,22,2,2,10,10,0,0,0,0,0,248,3,0,75.0,170.0,80.0,0.2857142857142857,0.21428571428571427,1,0,14,0.7857142857142857,29.049193344148065,71.0,170.0,72.0,0.3333333333333333,0.0,1,0,9,0.4444444444444444,29.963654284482228,0,0,0,0,0,0,0,1,0,0,0,0
Jorge Masvidal,Lorenz Larkin,0,0,0.39,0.36,0.5,0.5,2,0,0,0,0,0,2016-05-29,1,121,48,122,44,133,60,136,58,2,1,2,1,95,31,95,27,12,8,11,7,14,9,16,10,101,31,114,40,20,17,8,4,0,0,0,0,0,900,3,0,71.0,170.0,74.0,0.1111111111111111,0.1111111111111111,1,0,9,0.6666666666666666,31.543426627514595,71.0,170.0,72.0,0.375,0.0,1,0,8,0.375,29.73640800290218,0,0,0,0,0,0,0,1,0,0,0,0
Santiago Ponzinibbio,Lorenz Larkin,0,1,0.32,0.55,0.0,0.0,0,0,0,1,0,0,2015-06-27,0,101,33,115,64,104,36,122,71,3,0,0,0,82,19,88,41,13,8,15,11,6,6,12,12,97,31,95,48,4,2,6,5,0,0,14,11,0,487,3,0,72.0,170.0,73.0,0.3333333333333333,0.0,1,0,3,0.6666666666666666,28.75076148038632,71.0,170.0,72.0,0.3333333333333333,0.0,1,0,6,0.3333333333333333,28.813733341547053,0,0,0,0,0,0,0,1,0,0,0,0
Chris Camozzi,Lorenz Larkin,0,0,0.43,0.38,0.0,0.0,0,0,0,0,0,0,2013-11-06,0,147,64,121,46,164,81,137,62,0,0,0,0,82,20,80,20,18,11,21,8,47,33,20,18,140,58,102,29,7,6,18,16,0,0,1,1,0,900,3,0,74.0,185.0,76.0,0.1111111111111111,0.3333333333333333,1,0,9,0.6666666666666666,26.962908204822824,71.0,170.0,72.0,0.0,0.0,1,0,1,0.0,27.176464951367926,0,0,0,0,0,0,1,0,0,0,0,0
John Howard,Lorenz Larkin,0,1,0.66,0.58,0.0,0.0,0,0,0,0,0,0,2015-01-18,0,15,10,50,29,15,10,50,29,0,0,0,0,4,0,44,24,0,0,3,2,11,10,3,3,12,7,37,17,3,3,3,2,0,0,10,10,0,137,3,0,67.0,170.0,71.0,0.2727272727272727,0.0,1,0,11,0.5454545454545454,31.88566500338816,71.0,170.0,72.0,0.2,0.0,1,0,5,0.2,28.375668220428892,0,0,0,0,0,0,0,1,0,0,0,0
Costas Philippou,Lorenz Larkin,1,0,0.34,0.53,0.0,0.0,0,0,0,0,0,0,2014-05-10,0,44,15,30,16,63,31,34,19,0,0,0,0,30,9,21,8,7,2,3,2,7,4,6,6,39,11,23,11,4,3,7,5,1,1,0,0,0,227,3,1,71.0,185.0,73.0,0.375,0.0,1,0,8,0.625,34.44560805492242,71.0,170.0,72.0,0.0,0.0,1,0,3,0.3333333333333333,27.6829777476608,0,0,0,0,0,0,1,0,0,0,0,0
Neil Magny,Kelvin Gastelum,0,2,0.37,0.4,0.42,0.66,0,0,5,3,0,1,2015-11-21,0,145,54,134,54,174,81,167,86,14,6,3,2,121,41,111,34,15,10,7,6,9,3,16,14,122,39,109,43,18,11,11,4,5,4,14,7,0,1500,5,1,75.0,170.0,80.0,0.25,0.25,1,0,12,0.75,28.301744731240202,69.0,185.0,71.0,0.14285714285714285,0.2857142857142857,0,1,7,0.8571428571428571,24.077154219456936,0,0,0,0,0,0,0,1,0,0,0,0
Jacare Souza,Kelvin Gastelum,0,1,0.55,0.36,0.11,0.0,1,0,3,0,1,0,2018-05-12,0,115,64,145,53,129,78,149,57,9,1,0,0,84,42,133,44,30,21,10,7,1,1,2,2,90,42,125,41,11,8,10,9,14,14,10,3,0,900,3,0,73.0,185.0,72.0,0.4,0.4,1,0,10,0.8,38.42926275009069,69.0,185.0,71.0,0.23076923076923078,0.23076923076923078,0,1,13,0.6923076923076923,26.54948424676756,0,0,0,0,0,0,1,0,0,0,0,0
Tyron Woodley,Kelvin Gastelum,0,0,0.25,0.22,0.0,0.0,0,0,0,0,0,0,2015-01-31,1,104,27,143,32,112,34,151,40,0,0,0,0,76,14,109,13,22,10,23,11,6,3,11,8,97,23,139,28,7,4,4,4,0,0,0,0,0,900,3,1,69.0,170.0,74.0,0.6666666666666666,0.0,1,0,6,0.6666666666666666,32.81929129277124,69.0,185.0,71.0,0.0,0.4,0,1,5,1.0,23.272209559402317,0,0,0,0,0,0,0,1,0,0,0,0
Chris Weidman,Kelvin Gastelum,0,1,0.47,0.55,0.53,0.0,2,0,5,0,0,0,2017-07-22,0,76,36,47,26,124,75,50,28,13,7,0,0,59,25,42,21,12,6,4,4,5,5,1,1,59,24,34,14,9,6,3,2,8,6,10,10,0,825,5,1,74.0,205.0,78.0,0.5833333333333334,0.16666666666666666,1,0,12,0.75,33.09581990047708,69.0,185.0,71.0,0.18181818181818182,0.18181818181818182,0,1,11,0.7272727272727273,25.744539586712936,0,0,0,0,0,0,1,0,0,0,0,0
Jake Ellenberger,Kelvin Gastelum,0,0,0.41,0.44,1.0,0.5,0,1,0,1,0,1,2014-11-15,0,24,10,36,16,27,12,49,29,1,1,2,1,20,7,32,13,4,3,2,2,0,0,2,1,21,8,26,10,3,2,2,1,0,0,8,5,0,286,3,0,69.0,170.0,71.0,0.5833333333333334,0.0,1,0,12,0.6666666666666666,29.635105443643607,69.0,185.0,71.0,0.0,0.25,0,1,4,1.0,23.0613907198642,0,0,0,0,0,0,0,1,0,0,0,0
Vitor Belfort,Kelvin Gastelum,0,2,0.35,0.53,0.0,0.0,0,0,0,1,0,0,2017-03-11,0,28,10,49,26,28,10,49,26,0,0,0,0,22,5,48,25,6,5,0,0,0,0,1,1,28,10,31,13,0,0,0,0,0,0,18,13,0,232,5,0,72.0,185.0,74.0,0.782608695652174,0.13043478260869565,0,1,23,0.6086956521739131,39.94332532495534,69.0,185.0,71.0,0.2,0.2,0,1,10,0.8,25.380397954783465,0,0,0,0,0,0,1,0,0,0,0,0
Michael Bisping,Kelvin Gastelum,0,1,0.29,0.51,0.0,0.0,0,0,0,0,0,0,2017-11-25,0,24,7,27,14,24,7,27,14,0,0,0,0,22,5,19,7,1,1,6,5,1,1,2,2,24,7,20,9,0,0,1,1,0,0,6,4,0,150,5,0,73.0,185.0,75.0,0.42857142857142855,0.07142857142857142,1,0,28,0.7142857142857143,38.741384148887384,69.0,185.0,71.0,0.16666666666666666,0.25,0,1,12,0.6666666666666666,26.08951586959349,0,0,0,0,0,0,1,0,0,0,0,0
Johny Hendricks,Kelvin Gastelum,0,0,0.44,0.49,0.2,0.0,0,0,0,0,0,0,2016-07-09,1,157,70,249,124,177,90,259,134,5,1,1,0,134,51,211,89,7,5,22,19,16,14,16,16,135,58,235,114,22,12,14,10,0,0,0,0,0,900,3,0,69.0,185.0,69.0,0.375,0.0,0,1,16,0.75,32.82476710678522,69.0,185.0,71.0,0.125,0.25,0,1,8,0.75,24.70961073807128,0,0,0,0,0,0,0,1,0,0,0,0
Tim Kennedy,Kelvin Gastelum,0,1,0.41,0.56,0.37,0.0,0,0,1,0,0,1,2016-12-10,0,108,45,110,62,115,51,116,68,8,3,0,0,61,15,91,49,31,16,17,12,16,14,2,1,87,28,101,56,20,16,8,5,1,1,1,1,0,765,3,0,71.0,185.0,74.0,0.5,0.0,1,0,4,0.75,37.27660390014853,69.0,185.0,71.0,0.1111111111111111,0.2222222222222222,0,1,9,0.7777777777777778,25.13124841714751,0,0,0,0,0,0,1,0,0,0,0,0
Neil Magny,Erick Silva,0,0,0.51,0.49,0.44,0.75,0,0,3,2,0,0,2015-08-23,0,131,68,59,29,204,132,68,37,9,4,4,3,121,59,36,10,7,6,8,5,3,3,15,14,101,46,55,27,11,7,3,2,19,15,1,0,0,900,3,1,75.0,170.0,80.0,0.2727272727272727,0.2727272727272727,1,0,11,0.7272727272727273,28.05533310061124,72.0,170.0,74.0,0.4,0.4,1,0,10,0.6,31.17107127456416,0,0,0,0,0,0,0,1,0,0,0,0
Matt Brown,Erick Silva,0,1,0.71,0.46,1.0,0.0,4,1,2,1,0,0,2014-05-10,0,166,118,54,25,213,161,71,39,5,5,3,0,144,101,40,17,21,16,12,6,1,1,2,2,70,44,41,13,48,37,4,3,48,37,9,9,0,731,5,1,72.0,170.0,75.0,0.5,0.3125,1,0,16,0.6875,33.3285419960711,72.0,170.0,74.0,0.42857142857142855,0.2857142857142857,1,0,7,0.5714285714285714,29.88425498127956,0,0,0,0,0,0,0,1,0,0,0,0
Jordan Mein,Erick Silva,0,0,0.4,0.27,0.75,0.0,1,0,4,0,0,0,2017-12-16,0,127,51,48,13,183,97,51,16,4,3,3,0,116,44,38,5,6,3,6,4,5,4,4,4,62,21,47,12,12,7,1,1,53,23,0,0,0,900,3,1,72.0,170.0,73.0,0.5714285714285714,0.0,1,0,7,0.42857142857142855,28.184014729939697,72.0,170.0,74.0,0.42857142857142855,0.35714285714285715,1,0,14,0.5,33.487340602476436,0,0,0,0,0,0,0,1,0,0,0,0
Jon Fitch,Erick Silva,0,0,0.62,0.57,0.66,0.66,2,2,4,1,1,0,2012-10-13,0,131,82,33,19,234,176,38,24,9,6,3,2,112,69,23,12,14,10,7,4,5,3,3,3,12,5,10,4,28,16,14,7,91,61,9,8,0,900,3,1,72.0,170.0,76.0,0.125,0.1875,1,0,16,0.8125,34.63452363840462,72.0,170.0,74.0,0.3333333333333333,0.3333333333333333,1,0,3,0.6666666666666666,28.31269635926816,0,0,0,0,0,0,0,1,0,0,0,0
Neil Magny,Kiichi Kunimoto,0,0,0.67,0.35,0.75,0.25,1,0,2,1,0,0,2015-02-14,0,112,76,28,10,181,142,40,20,4,3,4,1,81,52,22,5,28,22,2,1,3,2,4,4,55,30,23,9,36,27,5,1,21,19,0,0,0,682,3,1,75.0,170.0,80.0,0.25,0.125,1,0,8,0.75,27.53513076928342,70.0,170.0,71.0,0.0,0.3333333333333333,1,0,3,1.0,33.79124828025216,0,0,0,0,0,0,0,1,0,0,0,0
Daniel Sarafian,Kiichi Kunimoto,0,0,0.75,0.5,0.0,0.33,1,1,0,3,0,0,2014-06-14,0,4,3,10,5,4,3,14,9,0,0,3,1,4,3,6,1,0,0,0,0,0,0,4,4,4,3,9,5,0,0,0,0,0,0,1,0,0,172,3,0,69.0,185.0,73.0,0.0,0.3333333333333333,1,0,3,0.3333333333333333,31.81447942120646,70.0,170.0,71.0,0.0,0.0,1,0,1,1.0,33.12046106353998,0,0,0,0,0,0,0,1,0,0,0,0
Neil Magny,Alex Garcia,0,0,0.49,0.12,0.5,0.42,0,0,2,2,0,1,2014-08-23,0,79,39,39,5,175,130,68,27,6,3,7,3,56,18,35,4,7,6,4,1,16,15,0,0,51,16,34,4,18,17,1,0,10,6,4,1,0,900,3,1,75.0,170.0,80.0,0.16666666666666666,0.16666666666666666,1,0,6,0.6666666666666666,27.055997043060433,69.0,170.0,72.0,0.5,0.0,1,0,2,1.0,27.1107551832002,0,0,0,0,0,0,0,1,0,0,0,0
Tim Means,Alex Garcia,0,0,0.36,0.21,0.0,0.0,0,0,0,0,0,0,2017-06-25,0,174,64,151,32,186,76,151,32,0,0,5,0,129,31,139,26,38,26,11,5,7,7,1,1,173,63,148,31,1,1,3,1,0,0,0,0,0,900,3,1,74.0,170.0,75.0,0.2857142857142857,0.21428571428571427,1,0,14,0.5714285714285714,33.34496943811303,69.0,170.0,72.0,0.5,0.0,1,0,6,0.6666666666666666,29.949964749447286,0,0,0,0,0,0,0,1,0,0,0,0
Ryan LaFlare,Alex Garcia,0,0,0.5,0.2,0.16,0.71,0,0,1,1,1,0,2018-04-21,0,48,24,54,11,71,47,66,21,6,1,7,5,27,5,46,6,19,17,7,4,2,2,1,1,38,17,46,7,6,3,7,3,4,4,1,1,0,900,3,1,73.0,170.0,74.0,0.125,0.0,0,1,8,0.75,34.55512433520195,69.0,170.0,72.0,0.375,0.125,1,0,8,0.625,30.771336851543836,0,0,0,0,0,0,0,1,0,0,0,0
Mike Pyle,Alex Garcia,0,1,0.2,0.48,0.0,0.5,0,0,0,2,0,0,2016-12-30,1,24,5,29,14,25,6,34,19,0,0,2,1,21,2,27,13,2,2,2,1,1,1,0,0,23,5,26,12,1,0,1,1,0,0,2,1,0,214,3,0,72.0,170.0,74.0,0.5882352941176471,0.17647058823529413,1,0,17,0.5882352941176471,41.28489975837971,69.0,170.0,72.0,0.4,0.0,1,0,5,0.6,29.46535520921032,0,0,0,0,0,0,0,1,0,0,0,0
Mike Swick,Alex Garcia,0,0,0.2,0.23,0.0,1.0,0,0,0,5,0,0,2015-07-11,1,94,19,102,24,124,45,136,55,0,0,5,5,85,14,97,22,7,4,5,2,2,1,0,0,91,18,90,17,3,1,2,2,0,0,10,5,0,900,3,0,73.0,170.0,77.0,0.42857142857142855,0.21428571428571427,1,0,14,0.7142857142857143,36.06097318904563,69.0,170.0,72.0,0.3333333333333333,0.0,1,0,3,0.6666666666666666,27.992361239450503,0,0,0,0,0,0,0,1,0,0,0,0
Sean Spencer,Alex Garcia,0,1,0.36,0.45,0.0,0.72,0,0,0,3,1,0,2014-03-15,0,160,58,135,61,164,62,142,66,0,0,11,8,132,42,126,53,19,7,6,5,9,9,3,3,139,49,113,50,21,9,20,11,0,0,2,0,0,900,3,0,70.0,170.0,75.0,0.0,0.3333333333333333,1,0,3,0.6666666666666666,26.721972388207835,69.0,170.0,72.0,1.0,0.0,1,0,1,1.0,26.669952155075052,0,0,0,0,0,0,0,1,0,0,0,0
Efrain Escudero,Rodrigo de Lima,1,0,0.72,0.33,1.0,0.37,0,0,0,3,0,0,2015-02-14,0,129,94,72,24,245,194,83,32,2,2,8,3,108,74,59,13,15,14,6,6,6,6,7,5,72,44,64,18,16,16,1,1,41,34,7,5,0,900,3,1,69.0,155.0,70.0,0.125,0.25,1,0,8,0.375,29.08204822823193,67.0,155.0,75.0,1.0,0.0,1,0,1,0.0,23.929307241079556,0,0,0,0,0,1,0,0,0,0,0,0
Neil Magny,Tim Means,0,0,0.37,0.45,0.44,0.75,0,1,4,0,0,0,2014-05-10,0,77,29,66,30,105,52,89,53,9,4,4,3,52,14,46,18,18,11,13,5,7,4,7,7,64,21,46,15,11,7,10,8,2,1,10,7,0,900,3,1,75.0,170.0,80.0,0.0,0.25,1,0,4,0.5,26.768516807326638,74.0,170.0,75.0,0.25,0.0,1,0,4,0.5,30.21827963613216,0,0,0,0,0,0,0,1,0,0,0,0
Alex Oliveira,Tim Means,0,0,0.5,0.75,0.54,0.0,1,0,1,1,0,0,2017-03-11,0,24,12,12,9,31,18,41,34,11,6,1,0,17,6,11,8,1,1,1,1,6,5,0,0,7,2,2,0,8,6,5,5,9,4,5,4,0,458,3,1,71.0,170.0,76.0,0.25,0.375,1,0,8,0.625,29.051931251155054,74.0,170.0,75.0,0.3076923076923077,0.15384615384615385,1,0,13,0.6153846153846154,33.054751295372256,0,0,0,0,0,0,0,1,0,0,0,0
Alex Oliveira,Tim Means,1,0,0.6,0.73,0.25,1.0,0,0,1,2,0,0,2016-12-30,1,10,6,23,17,13,9,31,24,4,1,1,1,7,3,13,9,3,3,8,6,0,0,2,2,9,5,9,6,1,1,7,6,0,0,7,5,0,213,3,0,71.0,170.0,76.0,0.2857142857142857,0.42857142857142855,1,0,7,0.7142857142857143,28.85753985365887,74.0,170.0,75.0,0.3333333333333333,0.16666666666666666,1,0,12,0.6666666666666666,32.860359897876066,0,0,0,0,0,0,0,1,0,0,0,0
Matt Brown,Tim Means,0,0,0.67,0.4,1.0,0.0,1,0,0,0,0,0,2015-07-11,1,37,25,40,16,38,26,48,24,1,1,2,0,30,18,32,13,6,6,8,3,1,1,0,0,28,16,36,14,8,8,4,2,1,1,0,0,0,284,3,1,72.0,170.0,75.0,0.47368421052631576,0.2631578947368421,1,0,19,0.631578947368421,34.497628288055196,74.0,170.0,75.0,0.2222222222222222,0.1111111111111111,1,0,9,0.6666666666666666,31.387365928116253,0,0,0,0,0,0,0,1,0,0,0,0
Thiago Alves,Tim Means,0,1,0.5,0.56,0.0,0.0,0,1,0,0,0,0,2019-12-07,0,26,13,41,23,26,13,42,24,0,0,3,0,20,7,31,14,3,3,9,8,3,3,1,1,24,12,26,12,2,1,3,2,0,0,12,9,0,158,3,0,69.0,170.0,70.0,0.4230769230769231,0.11538461538461539,1,0,26,0.5769230769230769,36.17870319034614,74.0,170.0,75.0,0.3157894736842105,0.15789473684210525,1,0,19,0.5263157894736842,35.79539620936775,0,0,0,0,0,0,0,1,0,0,0,0
Sergio Moraes,Tim Means,0,1,0.45,0.47,0.0,0.0,0,0,0,0,0,0,2018-02-03,0,192,87,274,129,195,89,282,136,1,0,0,0,168,70,229,91,22,15,28,22,2,2,17,16,192,87,268,124,0,0,1,1,0,0,5,4,0,900,3,1,72.0,170.0,72.0,0.2222222222222222,0.2222222222222222,1,0,9,0.6666666666666666,35.53529504370384,74.0,170.0,75.0,0.25,0.1875,1,0,16,0.5625,33.95552270067147,0,0,0,0,0,0,0,1,0,0,0,0
Dhiego Lima,Tim Means,0,2,0.29,0.54,0.0,0.0,0,0,0,0,0,0,2015-02-28,0,24,7,42,23,24,7,47,25,1,0,0,0,20,6,31,16,3,0,9,5,1,1,2,2,19,4,28,11,5,3,11,10,0,0,3,2,0,137,3,0,74.0,170.0,75.0,0.5,0.0,1,0,2,0.5,26.075826334558545,74.0,170.0,75.0,0.14285714285714285,0.0,1,0,7,0.5714285714285714,31.02322429618678,0,0,0,0,0,0,0,1,0,0,0,0
George Sullivan,Tim Means,0,1,0.23,0.36,0.0,1.0,0,1,0,2,0,0,2015-04-18,0,164,39,130,48,169,43,151,69,5,0,2,2,134,27,89,28,25,9,32,12,5,3,9,8,153,34,100,30,11,5,14,9,0,0,16,9,0,821,3,0,72.0,170.0,73.0,0.5,0.0,1,0,2,1.0,34.09789386503488,74.0,170.0,75.0,0.25,0.0,1,0,8,0.625,31.157381739529217,0,0,0,0,0,0,0,1,0,0,0,0
Danny Castillo,Tim Means,0,0,0.31,0.4,0.75,0.0,0,0,0,1,0,1,2013-07-27,0,79,25,93,38,115,59,184,126,8,6,0,0,68,17,70,19,8,5,19,15,3,3,4,4,77,24,87,32,0,0,4,4,2,1,2,2,0,900,3,1,69.0,155.0,71.0,0.2857142857142857,0.0,1,0,7,0.7142857142857143,33.92266781658761,74.0,170.0,75.0,0.3333333333333333,0.0,1,0,3,0.6666666666666666,29.43250032512646,0,0,0,0,0,1,0,0,0,0,0,0
Marcio Alexandre Junior,Tim Means,0,0,0.45,0.63,0.25,0.5,0,0,0,0,0,0,2014-12-20,0,80,36,68,43,109,60,79,53,4,1,2,1,60,23,42,24,15,9,16,9,5,4,10,10,66,25,56,34,4,3,5,3,10,8,7,6,0,900,3,0,72.0,185.0,75.0,0.0,1.0,0,1,1,0.0,25.62680958541243,74.0,170.0,75.0,0.16666666666666666,0.0,1,0,6,0.5,30.831570805697584,0,0,0,0,0,0,0,1,0,0,0,0
Hernani Perpetuo,Tim Means,0,0,0.32,0.4,0.0,0.25,0,0,0,0,0,0,2014-07-26,0,189,61,210,85,191,63,211,85,3,0,4,1,147,35,144,44,19,8,48,25,23,18,18,16,178,56,199,80,11,5,11,5,0,0,0,0,0,900,3,0,72.0,170.0,74.0,0.0,0.0,1,0,1,0.0,29.17239915946255,74.0,170.0,75.0,0.2,0.0,1,0,5,0.4,30.429098475670273,0,0,0,0,0,0,0,1,0,0,0,0
Viscardi Andrade,Gasan Umalatov,0,0,0.42,0.37,0.0,0.0,0,0,0,0,0,0,2015-11-07,0,183,78,102,38,186,80,107,40,2,0,1,0,128,38,87,28,40,28,9,5,15,12,6,5,153,55,91,34,30,23,10,4,0,0,1,0,0,900,3,1,71.0,170.0,75.0,0.5,0.0,1,0,2,0.5,31.66663244282908,71.0,170.0,71.0,0.0,0.0,1,0,3,0.3333333333333333,33.15605385463083,0,0,0,0,0,0,0,1,0,0,0,0
Cathal Pendred,Gasan Umalatov,0,0,0.53,0.39,0.07,0.0,0,0,1,0,0,0,2014-10-04,0,103,55,97,38,106,58,116,54,14,1,1,0,58,14,81,28,14,12,9,4,31,29,7,6,96,48,91,35,7,7,4,3,0,0,2,0,0,900,3,1,73.0,170.0,75.0,0.0,1.0,1,0,1,1.0,27.088851927144294,71.0,170.0,71.0,0.0,0.0,1,0,2,0.5,32.063628958842415,0,0,0,0,0,0,0,1,0,0,0,0
Paulo Thiago,Gasan Umalatov,0,0,0.38,0.38,0.14,0.14,0,0,0,1,0,0,2014-05-31,0,110,42,62,24,119,48,85,46,7,1,7,1,86,23,45,15,18,13,9,3,6,6,8,6,92,27,58,21,18,15,4,3,0,0,0,0,0,900,3,0,71.0,170.0,73.0,0.2727272727272727,0.09090909090909091,1,0,11,0.45454545454545453,33.34496943811303,71.0,170.0,71.0,0.0,0.0,1,0,1,0.0,31.71865267596186,0,0,0,0,0,0,0,1,0,0,0,0
Neil Magny,Seth Baczynski,0,0,0.47,0.4,0.66,0.27,0,0,0,1,0,0,2013-11-06,0,65,31,70,28,143,104,91,46,3,2,11,3,41,11,46,10,11,11,19,14,13,9,5,4,31,8,38,12,27,20,14,8,7,3,18,8,0,900,3,0,75.0,170.0,80.0,0.0,0.5,1,0,2,0.5,26.262004011033767,75.0,170.0,74.0,0.2857142857142857,0.2857142857142857,1,0,7,0.5714285714285714,32.030774074758554,0,0,0,0,0,0,0,1,0,0,0,0
Matt Brown,Seth Baczynski,0,0,0.55,0.34,1.0,0.2,0,1,0,0,1,0,2011-11-19,0,34,19,49,17,43,28,55,22,1,1,5,1,15,4,41,14,15,13,4,3,4,2,4,0,22,8,34,8,12,11,13,7,0,0,2,2,0,342,3,0,72.0,170.0,75.0,0.3333333333333333,0.4444444444444444,1,0,9,0.5555555555555556,30.85621196876048,75.0,170.0,74.0,0.0,0.5,1,0,2,0.5,30.064956843740802,0,0,0,0,0,0,0,1,0,0,0,0
Thiago Alves,Seth Baczynski,0,0,0.49,0.26,0.0,0.0,0,0,0,0,0,0,2014-04-19,0,236,116,335,90,240,120,336,91,1,0,8,0,156,45,283,55,22,19,36,21,58,52,16,14,220,106,328,87,16,10,7,3,0,0,0,0,0,900,3,1,69.0,170.0,70.0,0.47058823529411764,0.17647058823529413,1,0,17,0.6470588235294118,30.544090569963792,75.0,170.0,74.0,0.25,0.25,1,0,8,0.625,32.479790823904665,0,0,0,0,0,0,0,1,0,0,0,0
Mike Pierce,Seth Baczynski,0,0,0.33,0.32,0.5,0.0,0,0,1,0,0,0,2012-12-14,0,48,16,106,34,93,51,185,94,12,6,0,0,48,16,95,24,0,0,8,7,0,0,3,3,35,10,103,33,4,3,3,1,9,3,0,0,0,900,3,1,68.0,170.0,70.0,0.2,0.1,1,0,10,0.7,32.28539942640848,75.0,170.0,74.0,0.2,0.4,1,0,5,0.8,31.13547848347331,0,0,0,0,0,0,0,1,0,0,0,0
Clay Harvison,Seth Baczynski,0,1,0.44,0.38,0.0,0.0,0,1,0,2,0,0,2011-09-17,0,27,12,107,41,33,18,111,45,0,0,2,0,14,2,78,25,6,5,22,10,7,5,7,6,21,8,67,14,6,4,26,19,0,0,14,8,0,372,3,0,73.0,170.0,74.0,0.0,0.0,1,0,1,1.0,30.976679877067976,75.0,170.0,74.0,0.0,0.0,1,0,1,0.0,29.892468702300526,0,0,0,0,0,0,0,1,0,0,0,0
Alex Oliveira,Mike Perry,0,0,0.35,0.59,0.0,0.0,0,0,0,1,0,0,2019-04-27,0,137,48,110,65,139,50,120,75,1,0,1,0,110,30,90,48,16,7,8,6,11,11,12,11,125,42,72,32,11,6,19,18,1,0,19,15,0,900,3,0,71.0,170.0,76.0,0.35714285714285715,0.42857142857142855,1,0,14,0.6428571428571429,31.179284995585125,70.0,170.0,71.0,0.4444444444444444,0.1111111111111111,1,0,9,0.5555555555555556,27.614530072486087,0,0,0,0,0,0,0,1,0,0,0,0
Paul Felder,Mike Perry,0,0,0.46,0.56,0.0,0.66,0,0,0,0,0,0,2018-07-07,1,120,56,110,62,128,64,114,66,1,0,3,2,79,27,78,34,24,16,18,15,17,13,14,13,110,48,86,42,9,7,21,17,1,1,3,3,0,900,3,0,71.0,155.0,70.0,0.5,0.1,1,0,10,0.7,34.19919642429345,70.0,170.0,71.0,0.5714285714285714,0.0,1,0,7,0.5714285714285714,26.809585412431467,0,0,0,0,0,0,0,1,0,0,0,0
